device,useragent
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_9; en-US) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/51.0.3142.312 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64; en-US) AppleWebKit/537.49 (KHTML, like Gecko) Chrome/47.0.2031.112 Safari/537.9 Edge/14.90261"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/603.27 (KHTML, like Gecko) Chrome/50.0.1215.128 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/52.0.3499.317 Safari/535"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_9; like Mac OS X) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/49.0.3498.215 Mobile Safari/535.6"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.3; x64; en-US Trident/4.0)
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/47.0.3486.263 Safari/600"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Win64; x64 Trident/5.0)
android,"Mozilla/5.0 (Linux; U; Android 5.0; SAMSUNG-SM-N910FY Build/LRX22C) AppleWebKit/602.30 (KHTML, like Gecko) Chrome/47.0.1149.250 Mobile Safari/603.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_0; like Mac OS X) AppleWebKit/537.40 (KHTML, like Gecko) Chrome/53.0.3960.324 Mobile Safari/534.4"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; XT1043 Build/[KXB20.9|KXC21.5]) AppleWebKit/603.38 (KHTML, like Gecko) Chrome/50.0.2459.113 Mobile Safari/535.4"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_8) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/50.0.3947.362 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1; like Mac OS X) AppleWebKit/537.30 (KHTML, like Gecko) Chrome/50.0.2953.245 Mobile Safari/533.2"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.3; x64 Trident/7.0)
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.0; Win64; x64; en-US Trident/5.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/49.0.3415.328 Safari/602.9 Edge/14.63485"
linux,Mozilla/5.0 (Linux; U; Linux i642 x86_64; en-US) Gecko/20130401 Firefox/55.3
android,"Mozilla/5.0 (Linux; Android 6.0; HTC One M8 Build/MRA58K) AppleWebKit/536.32 (KHTML, like Gecko) Chrome/50.0.3817.341 Mobile Safari/600.8"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.1; x64 Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; WOW64 Trident/5.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5;) AppleWebKit/537.26 (KHTML, like Gecko) Chrome/49.0.3291.263 Safari/602.9 Edge/17.30705"
edge,"Mozilla/5.0 (Windows NT 10.1; Win64; x64) AppleWebKit/600.1 (KHTML, like Gecko) Chrome/48.0.3182.142 Safari/600.6 Edge/15.65373"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Win64; x64; en-US Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.0; x64 Trident/6.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) AppleWebKit/600.35 (KHTML, like Gecko) Chrome/47.0.3482.122 Safari/603.2 Edge/8.15231"
linux,Mozilla/5.0 (Linux; Linux i650 ; en-US) Gecko/20100101 Firefox/59.0
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/70.8
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_7; like Mac OS X) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/55.0.2566.295 Mobile Safari/602.8"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; WOW64 Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_6_3; like Mac OS X) AppleWebKit/536.30 (KHTML, like Gecko) Chrome/52.0.2611.243 Mobile Safari/533.3"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_3_4 like Mac OS X) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/49.0.1758.244 Mobile Safari/601.4"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_7_7) AppleWebKit/533.46 (KHTML, like Gecko) Chrome/52.0.1127.270 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.0; x64 Trident/5.0)
mobile,"Mozilla/5.0 (Android; Android 4.4.1; SM-J200F Build/KTU84P) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/53.0.2285.356 Mobile Safari/601.9"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/536.46 (KHTML, like Gecko) Chrome/54.0.1179.245 Safari/600"
linux,Mozilla/5.0 (Linux; U; Linux i665 ) Gecko/20130401 Firefox/45.4
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_1_3; en-US) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/47.0.1588.152 Safari/535"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_0; en-US) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/53.0.3925.238 Safari/536"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_8_5; like Mac OS X) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/49.0.2526.120 Mobile Safari/602.6"
chrome,"Mozilla/5.0 (U; Linux i653 x86_64) AppleWebKit/533.21 (KHTML, like Gecko) Chrome/47.0.1354.316 Safari/603"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_8; en-US) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/52.0.1290.377 Safari/533"
mobile,"Mozilla/5.0 (Linux; Android 4.4; Nokia 3310 Build/IMM76D) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/50.0.3394.286 Mobile Safari/534.1"
android,"Mozilla/5.0 (Linux; U; Android 6.0.1; HTC One M8 Pro Build/MRA58K) AppleWebKit/603.32 (KHTML, like Gecko) Chrome/51.0.3443.135 Mobile Safari/600.4"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_2_7) AppleWebKit/535.47 (KHTML, like Gecko) Chrome/55.0.2656.342 Safari/600"
linux,"Mozilla/5.0 (U; Linux i583 ; en-US) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/51.0.3416.144 Safari/603"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2; en-US) Gecko/20130401 Firefox/70.7
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_8_5) AppleWebKit/537.37 (KHTML, like Gecko) Chrome/47.0.1157.137 Safari/533"
chrome,"Mozilla/5.0 (Linux i673 x86_64) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/54.0.3676.343 Safari/534"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_7; en-US) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/54.0.3027.131 Safari/533"
android,"Mozilla/5.0 (Android; Android 4.4.4; SM-E500F Build/KTU84P) AppleWebKit/533.13 (KHTML, like Gecko) Chrome/53.0.1558.191 Mobile Safari/603.0"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5; en-US) Gecko/20100101 Firefox/58.1
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7; en-US) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/49.0.2614.396 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_5_3; like Mac OS X) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/48.0.3844.105 Mobile Safari/534.7"
linux,Mozilla/5.0 (Linux; Linux i572 ; en-US) Gecko/20100101 Firefox/45.9
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5;) AppleWebKit/537.16 (KHTML, like Gecko) Chrome/50.0.3845.111 Safari/535.8 Edge/17.25876"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_6_8) AppleWebKit/603.11 (KHTML, like Gecko) Chrome/51.0.2606.209 Safari/601"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_6; en-US) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/48.0.2655.361 Safari/533"
windows,Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64) Gecko/20130401 Firefox/63.7
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_8) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/49.0.2408.213 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/47.0.3010.131 Safari/602.9 Edge/17.85557"
android,"Mozilla/5.0 (Linux; U; Android 6.0.1; HTC OneS dual sim Build/MRA58K) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/50.0.3754.172 Mobile Safari/602.0"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/52.8
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_2; en-US) Gecko/20100101 Firefox/65.0
linux,Mozilla/5.0 (U; Linux i681 x86_64; en-US) Gecko/20100101 Firefox/52.4
mobile,"Mozilla/5.0 (Linux; U; Android 5.0.2; SM-G920F Build/LRX21T) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/54.0.1216.314 Mobile Safari/537.2"
android,"Mozilla/5.0 (Linux; U; Android 5.0; SAMSUNG-SM-N915FY Build/LRX22C) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/52.0.2445.364 Mobile Safari/603.1"
linux,"Mozilla/5.0 (Linux i673 x86_64; en-US) AppleWebKit/535.42 (KHTML, like Gecko) Chrome/51.0.1978.251 Safari/536"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_2) AppleWebKit/603.32 (KHTML, like Gecko) Chrome/51.0.3561.286 Safari/534"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; en-US Trident/5.0)
mobile,"Mozilla/5.0 (Linux; Android 4.4.4; SM-N8000 Build/JZO54K) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/53.0.2540.365 Mobile Safari/534.3"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9) Gecko/20130401 Firefox/55.3
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/49.0.3913.358 Safari/603"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_8) Gecko/20100101 Firefox/63.3
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_0; like Mac OS X) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/55.0.3042.235 Mobile Safari/601.6"
mobile,"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/533.49 (KHTML, like Gecko) Chrome/54.0.3744.193 Mobile Safari/535.5"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_5) Gecko/20100101 Firefox/67.7
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/51.0.1879.184 Safari/533"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_3) Gecko/20100101 Firefox/47.9
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_5_7; like Mac OS X) AppleWebKit/533.7 (KHTML, like Gecko) Chrome/48.0.2391.295 Mobile Safari/536.8"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7) Gecko/20100101 Firefox/64.8
windows,Mozilla/5.0 (Windows; Windows NT 10.4; WOW64; en-US) Gecko/20100101 Firefox/72.1
android,"Mozilla/5.0 (Linux; U; Android 7.0; Pixel XL Build/NRD90M) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/47.0.3802.380 Mobile Safari/600.1"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_3) Gecko/20100101 Firefox/56.2
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_3; en-US) Gecko/20100101 Firefox/54.9
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3; en-US) AppleWebKit/534.28 (KHTML, like Gecko) Chrome/54.0.1309.170 Safari/603"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_4) Gecko/20100101 Firefox/66.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6; like Mac OS X) AppleWebKit/603.29 (KHTML, like Gecko) Chrome/48.0.3652.229 Mobile Safari/534.2"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_6) AppleWebKit/537.12 (KHTML, like Gecko) Chrome/54.0.3099.187 Safari/603"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_9) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/48.0.3501.131 Safari/535"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2) Gecko/20100101 Firefox/50.2
linux,Mozilla/5.0 (Linux i555 ; en-US) Gecko/20100101 Firefox/50.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_8; like Mac OS X) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/54.0.1306.256 Mobile Safari/536.3"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; x64; en-US Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_0; like Mac OS X) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/48.0.1302.298 Mobile Safari/600.5"
android,"Mozilla/5.0 (Android; Android 4.3.1; Ascend G300 Build/JLS36I) AppleWebKit/603.29 (KHTML, like Gecko) Chrome/53.0.2497.129 Mobile Safari/601.6"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/48.0.1760.157 Safari/534"
windows,"Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) AppleWebKit/603.43 (KHTML, like Gecko) Chrome/47.0.1425.399 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2; like Mac OS X) AppleWebKit/534.33 (KHTML, like Gecko) Chrome/47.0.2117.173 Mobile Safari/603.0"
linux,Mozilla/5.0 (Linux i664 x86_64; en-US) Gecko/20100101 Firefox/57.7
android,"Mozilla/5.0 (Linux; Android 4.4.1; LG-E989 Build/KOT49I) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/51.0.2625.367 Mobile Safari/536.9"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_7_4; like Mac OS X) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/52.0.3706.328 Mobile Safari/603.1"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_7_0; like Mac OS X) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/49.0.3484.107 Mobile Safari/534.2"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.1; x64; en-US Trident/4.0)
android,"Mozilla/5.0 (Android; Android 5.0.2; SM-A800H Build/LMY47X) AppleWebKit/535.23 (KHTML, like Gecko) Chrome/48.0.2468.172 Mobile Safari/537.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_9; like Mac OS X) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/54.0.1329.116 Mobile Safari/602.2"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_3; en-US) AppleWebKit/601.25 (KHTML, like Gecko) Chrome/47.0.3529.353 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i585 ; en-US) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/55.0.3571.117 Safari/533"
android,"Mozilla/5.0 (Linux; Android 6.0; SM-G9350I Build/MDB08L) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/54.0.3418.323 Mobile Safari/601.5"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_9; like Mac OS X) AppleWebKit/601.35 (KHTML, like Gecko) Chrome/55.0.2868.123 Mobile Safari/603.5"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.3; x64 Trident/7.0)
android,"Mozilla/5.0 (Linux; Android 7.1.1; Xperia Build/NDE63X) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/48.0.3459.349 Mobile Safari/600.4"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/537.9 (KHTML, like Gecko) Chrome/53.0.3218.104 Safari/600.9 Edge/11.26202"
linux,Mozilla/5.0 (U; Linux i546 x86_64; en-US) Gecko/20130401 Firefox/71.7
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.2; Win64; x64 Trident/7.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4; en-US) Gecko/20100101 Firefox/52.4
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7) Gecko/20100101 Firefox/70.5
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_8) Gecko/20100101 Firefox/50.9
android,"Mozilla/5.0 (Linux; Android 5.0; Lenovo A7000-a Build/LRX21M;) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/51.0.1718.226 Mobile Safari/535.7"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; WOW64; en-US Trident/7.0)
firefox,Mozilla/5.0 (Linux; U; Linux i556 ) Gecko/20100101 Firefox/61.3
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_8; like Mac OS X) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/55.0.1001.339 Mobile Safari/600.7"
mobile,"Mozilla/5.0 (Linux; U; Android 5.0.2; Nokia 1100 4G Build/GRK39F) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/48.0.2606.373 Mobile Safari/536.0"
firefox,Mozilla/5.0 (Windows NT 6.3;) Gecko/20100101 Firefox/72.5
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; x64 Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; x64 Trident/7.0)
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_2; en-US) AppleWebKit/537.24 (KHTML, like Gecko) Chrome/49.0.1349.255 Safari/601"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_7_0; like Mac OS X) AppleWebKit/535.47 (KHTML, like Gecko) Chrome/50.0.2035.375 Mobile Safari/535.8"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/535.13 (KHTML, like Gecko) Chrome/52.0.2087.192 Safari/602"
windows,Mozilla/5.0 (Windows; Windows NT 6.3; WOW64) Gecko/20130401 Firefox/58.9
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_7; en-US) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/53.0.3972.264 Safari/537"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_9_4 like Mac OS X) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/52.0.3277.300 Mobile Safari/537.8"
android,"Mozilla/5.0 (Android; Android 5.0; HTC Butterfly S 919d Build/LRX22G) AppleWebKit/537.10 (KHTML, like Gecko) Chrome/52.0.1238.196 Mobile Safari/603.6"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_5; en-US) Gecko/20100101 Firefox/45.3
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_2) AppleWebKit/601.1 (KHTML, like Gecko) Chrome/54.0.3833.155 Safari/535"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.0; x64 Trident/6.0)
android,"Mozilla/5.0 (Linux; Android 4.4; ALCATEL ONETOUCH 7043A Build/KOT49H) AppleWebKit/537.18 (KHTML, like Gecko) Chrome/52.0.1421.180 Mobile Safari/601.2"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/534.50 (KHTML, like Gecko) Chrome/52.0.1464.308 Safari/534.5 Edge/9.27760"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64 Trident/4.0)
windows,Mozilla/5.0 (Windows NT 6.0; x64; en-US) Gecko/20130401 Firefox/69.1
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_3_9) Gecko/20100101 Firefox/68.6
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_4; en-US) Gecko/20100101 Firefox/68.9
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; Win64; x64 Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Win64; x64 Trident/4.0)
linux,Mozilla/5.0 (Linux; Linux i584 x86_64) Gecko/20100101 Firefox/55.4
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1;; en-US) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/55.0.2667.299 Safari/603"
firefox,Mozilla/5.0 (Linux; Linux i653 x86_64; en-US) Gecko/20100101 Firefox/60.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_2; like Mac OS X) AppleWebKit/600.28 (KHTML, like Gecko) Chrome/49.0.1234.304 Mobile Safari/603.2"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_1; en-US) AppleWebKit/534.33 (KHTML, like Gecko) Chrome/53.0.2186.282 Safari/602"
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/48.3
mobile,"Mozilla/5.0 (Android; Android 4.4.1; SAMSUNG SM-T532 Build/KTU84P) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/50.0.3064.239 Mobile Safari/535.9"
edge,"Mozilla/5.0 (Windows NT 10.1;) AppleWebKit/535.25 (KHTML, like Gecko) Chrome/51.0.2855.327 Safari/533.1 Edge/15.83187"
windows,"Mozilla/5.0 (Windows; Windows NT 10.4;; en-US) AppleWebKit/534.15 (KHTML, like Gecko) Chrome/51.0.3876.361 Safari/602"
linux,"Mozilla/5.0 (Linux i540 x86_64; en-US) AppleWebKit/537.37 (KHTML, like Gecko) Chrome/47.0.1846.262 Safari/535"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_8_3; like Mac OS X) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/54.0.2981.386 Mobile Safari/533.8"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_2; like Mac OS X) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.2585.374 Mobile Safari/603.3"
linux,Mozilla/5.0 (Linux; U; Linux i563 ; en-US) Gecko/20130401 Firefox/73.4
firefox,Mozilla/5.0 (Linux; U; Linux i563 x86_64; en-US) Gecko/20100101 Firefox/54.1
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2;) AppleWebKit/602.3 (KHTML, like Gecko) Chrome/53.0.2072.150 Safari/601.9 Edge/15.55884"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_2; like Mac OS X) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/54.0.1138.253 Mobile Safari/537.7"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_9) AppleWebKit/536.44 (KHTML, like Gecko) Chrome/47.0.1305.240 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_7; like Mac OS X) AppleWebKit/534.39 (KHTML, like Gecko) Chrome/48.0.3336.256 Mobile Safari/536.9"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.0; x64) Gecko/20100101 Firefox/66.7
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/51.0.1974.334 Safari/534.6 Edge/10.44659"
android,"Mozilla/5.0 (Android; Android 6.0; HTC One_M8 dual sim Build/MRA58K) AppleWebKit/602.30 (KHTML, like Gecko) Chrome/55.0.2356.264 Mobile Safari/602.8"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;) AppleWebKit/535.43 (KHTML, like Gecko) Chrome/49.0.3350.217 Safari/601.9 Edge/10.31469"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3; x64; en-US Trident/4.0)
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/49.0.2374.388 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_7) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/51.0.3855.380 Safari/603"
android,"Mozilla/5.0 (Android; Android 7.1; Pixel C Build/NRD90M) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/55.0.1136.321 Mobile Safari/602.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2; like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.1695.206 Mobile Safari/602.5"
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G935M Build/LMY47X) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/48.0.1604.127 Mobile Safari/533.7"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; WOW64; en-US Trident/5.0)
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/67.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_1; like Mac OS X) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/51.0.3064.314 Mobile Safari/533.5"
mobile,"Mozilla/5.0 (Linux; Android 7.1; GT-I9100 Build/KTU84P) AppleWebKit/537.38 (KHTML, like Gecko) Chrome/49.0.1866.176 Mobile Safari/602.4"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_3_5; en-US) Gecko/20100101 Firefox/58.5
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64; en-US) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/55.0.3398.288 Safari/603"
windows,"Mozilla/5.0 (Windows NT 10.5; WOW64; en-US) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/54.0.2823.356 Safari/601.7 Edge/17.64258"
edge,"Mozilla/5.0 (Windows NT 10.3; x64) AppleWebKit/601.40 (KHTML, like Gecko) Chrome/48.0.1062.380 Safari/601.1 Edge/10.72899"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_9; like Mac OS X) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/52.0.2253.208 Mobile Safari/535.8"
windows,Mozilla/5.0 (Windows; Windows NT 6.2; x64) Gecko/20130401 Firefox/57.8
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/47.0.1367.309 Safari/601"
