device,useragent
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_9_0; en-US) Gecko/20100101 Firefox/45.2
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.3;; en-US Trident/5.0)
android,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG GT-I9200 Build/KTU84P) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/49.0.2255.325 Mobile Safari/537.0"
mobile,"Mozilla/5.0 (Linux; Android 4.4; SAMSUNG SM-N9008 Build/KOT49H) AppleWebKit/535.16 (KHTML, like Gecko) Chrome/51.0.1973.387 Mobile Safari/600.6"
chrome,"Mozilla/5.0 (Windows NT 10.1; WOW64) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/53.0.1656.211 Safari/603"
android,"Mozilla/5.0 (Android; Android 5.0.2; SAMSUNG SM-G430 Build/LRX22G) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/51.0.3940.280 Mobile Safari/603.5"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0)
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One_M8 Build/MRA58K) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/53.0.2530.158 Mobile Safari/603.7"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64; en-US) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/55.0.3331.310 Safari/603.1 Edge/16.34927"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/537.24 (KHTML, like Gecko) Chrome/47.0.2447.378 Safari/534.7 Edge/13.90213"
android,"Mozilla/5.0 (Linux; U; Android 4.3.1; Ascend G300 Build/JLS36I) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/47.0.1453.329 Mobile Safari/603.5"
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; x64; en-US) AppleWebKit/602.33 (KHTML, like Gecko) Chrome/51.0.1383.376 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Win64; x64; en-US Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.3; WOW64 Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3;; en-US Trident/4.0)
android,"Mozilla/5.0 (Android; Android 5.0; SAMSUNG SM-G920I Build/KTU84F) AppleWebKit/535.26 (KHTML, like Gecko) Chrome/51.0.1340.358 Mobile Safari/534.3"
android,"Mozilla/5.0 (Linux; Android 5.0.1; SM-G917T Build/KOT49I) AppleWebKit/535.39 (KHTML, like Gecko) Chrome/52.0.2601.277 Mobile Safari/534.3"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.0; Win64; x64; en-US Trident/6.0)
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; WOW64 Trident/5.0)
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/52.0.2127.299 Safari/533"
edge,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/49.0.1204.221 Safari/536.5 Edge/12.88783"
chrome,"Mozilla/5.0 (Linux i550 x86_64; en-US) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/51.0.1952.203 Safari/600"
linux,"Mozilla/5.0 (Linux; Linux i544 x86_64) AppleWebKit/601.9 (KHTML, like Gecko) Chrome/50.0.1310.119 Safari/534"
windows,Mozilla/5.0 (Windows; Windows NT 6.1; WOW64) Gecko/20100101 Firefox/67.1
android,"Mozilla/5.0 (Linux; U; Android 5.1; MOTO X PLAY XT1562 Build/LPD23) AppleWebKit/600.6 (KHTML, like Gecko) Chrome/47.0.2911.246 Mobile Safari/600.5"
chrome,"Mozilla/5.0 (Linux; U; Linux i585 ) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/54.0.1986.247 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_8; like Mac OS X) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/51.0.2572.270 Mobile Safari/536.4"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_5_9; like Mac OS X) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/55.0.2647.283 Mobile Safari/537.1"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_9; like Mac OS X) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/51.0.1128.381 Mobile Safari/600.1"
edge,"Mozilla/5.0 (Windows NT 10.1; x64; en-US) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/54.0.3184.282 Safari/601.1 Edge/15.36603"
android,"Mozilla/5.0 (Linux; Android 6.0; HTC One_M9 Build/MRA58K) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/50.0.3027.373 Mobile Safari/603.1"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_1; like Mac OS X) AppleWebKit/602.13 (KHTML, like Gecko) Chrome/54.0.2803.329 Mobile Safari/536.2"
windows,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64; en-US) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/48.0.3153.141 Safari/600"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_6; like Mac OS X) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/51.0.1919.296 Mobile Safari/600.4"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.3; Trident/7.0)
windows,Mozilla/5.0 (Windows NT 10.3; Win64; x64) Gecko/20100101 Firefox/71.5
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_8_5; en-US) AppleWebKit/603.4 (KHTML, like Gecko) Chrome/50.0.2242.257 Safari/601"
linux,"Mozilla/5.0 (Linux; U; Linux i686 ; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/48.0.3979.177 Safari/534"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/537.43 (KHTML, like Gecko) Chrome/54.0.3459.269 Safari/601.9 Edge/12.88996"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_9) Gecko/20100101 Firefox/74.3
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2;; en-US) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.3302.268 Safari/536.6 Edge/14.29780"
edge,"Mozilla/5.0 (Windows NT 10.1; WOW64) AppleWebKit/534.42 (KHTML, like Gecko) Chrome/53.0.1789.113 Safari/537.4 Edge/18.38008"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 10.1; Win64; x64; en-US Trident/4.0)
windows,"Mozilla/5.0 (Windows NT 10.2;; en-US) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/50.0.2249.319 Safari/536.2 Edge/10.64790"
firefox,Mozilla/5.0 (Windows; Windows NT 10.2; WOW64; en-US) Gecko/20100101 Firefox/66.5
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/49.0.1398.360 Safari/603"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/54.0.1586.343 Safari/534"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/54.0.1201.396 Safari/535.9 Edge/9.85461"
windows,"Mozilla/5.0 (Windows NT 6.2; x64) AppleWebKit/600.3 (KHTML, like Gecko) Chrome/54.0.2469.107 Safari/536.4 Edge/12.75122"
windows,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/51.0.3424.209 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_3; like Mac OS X) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/47.0.2585.207 Mobile Safari/600.1"
firefox,Mozilla/5.0 (Windows; Windows NT 6.3; x64) Gecko/20130401 Firefox/62.6
firefox,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/50.2
linux,Mozilla/5.0 (Linux x86_64) Gecko/20100101 Firefox/57.1
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/55.0.3030.144 Safari/536"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.3; WOW64 Trident/4.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_9; like Mac OS X) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/47.0.2676.317 Mobile Safari/603.4"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_5_8) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/47.0.2174.204 Safari/537"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.0; x64 Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.1; Win64; x64; en-US Trident/4.0)
linux,"Mozilla/5.0 (Linux i571 x86_64; en-US) AppleWebKit/536.47 (KHTML, like Gecko) Chrome/52.0.3770.203 Safari/601"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0) AppleWebKit/603.46 (KHTML, like Gecko) Chrome/51.0.2984.268 Safari/601"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.0;; en-US Trident/6.0)
android,"Mozilla/5.0 (Android; Android 7.0; SAMSUNG GT-I9500 Build/KTU84P) AppleWebKit/534.37 (KHTML, like Gecko) Chrome/52.0.3702.386 Mobile Safari/537.1"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_9; like Mac OS X) AppleWebKit/603.13 (KHTML, like Gecko) Chrome/48.0.2296.338 Mobile Safari/602.7"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.3; Trident/4.0)
android,"Mozilla/5.0 (Android; Android 7.0; GT-I9700 Build/KTU84P) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/51.0.2635.349 Mobile Safari/536.9"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/53.0.1501.324 Safari/602"
android,"Mozilla/5.0 (Linux; U; Android 4.4.4; SM-G900T Build/KOT49H) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/48.0.1508.203 Mobile Safari/603.3"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; WOW64; en-US) AppleWebKit/601.39 (KHTML, like Gecko) Chrome/48.0.2172.324 Safari/601"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) Gecko/20100101 Firefox/53.7
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/54.8
edge,"Mozilla/5.0 (Windows NT 10.3; Win64; x64; en-US) AppleWebKit/537.48 (KHTML, like Gecko) Chrome/49.0.3280.344 Safari/600.7 Edge/9.35879"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4) Gecko/20100101 Firefox/58.3
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.1; x64; en-US Trident/4.0)
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64) AppleWebKit/600.23 (KHTML, like Gecko) Chrome/47.0.1026.144 Safari/603"
mobile,"Mozilla/5.0 (Android; Android 5.0.2; Nokia 1000 LTE Build/GRK39F) AppleWebKit/603.7 (KHTML, like Gecko) Chrome/51.0.1312.349 Mobile Safari/535.9"
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/73.6
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3;) AppleWebKit/536.28 (KHTML, like Gecko) Chrome/49.0.3133.198 Safari/535.3 Edge/9.74912"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/52.0.1573.277 Safari/601.4 Edge/8.51950"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_8; like Mac OS X) AppleWebKit/601.32 (KHTML, like Gecko) Chrome/47.0.1259.337 Mobile Safari/601.2"
linux,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20130401 Firefox/51.0
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_8_9; like Mac OS X) AppleWebKit/535.26 (KHTML, like Gecko) Chrome/52.0.2716.204 Mobile Safari/603.3"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_0_1; like Mac OS X) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/48.0.3829.232 Mobile Safari/600.6"
firefox,Mozilla/5.0 (U; Linux i560 x86_64; en-US) Gecko/20100101 Firefox/60.6
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_8; en-US) Gecko/20130401 Firefox/47.8
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2) Gecko/20130401 Firefox/45.4
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_8; like Mac OS X) AppleWebKit/535.17 (KHTML, like Gecko) Chrome/53.0.1029.273 Mobile Safari/537.9"
android,"Mozilla/5.0 (Android; Android 5.0; SAMSUNG SM-G925F-ORANGE Build/KOT49H) AppleWebKit/533.44 (KHTML, like Gecko) Chrome/51.0.3941.300 Mobile Safari/533.1"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_2_6; like Mac OS X) AppleWebKit/603.11 (KHTML, like Gecko) Chrome/53.0.3785.326 Mobile Safari/534.0"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 9_7_5; like Mac OS X) AppleWebKit/602.50 (KHTML, like Gecko) Chrome/55.0.3315.123 Mobile Safari/534.5"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64; en-US) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/55.0.3688.331 Safari/536.3 Edge/10.75975"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_0; like Mac OS X) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/50.0.3182.348 Mobile Safari/601.4"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_8_2; like Mac OS X) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/49.0.2947.206 Mobile Safari/535.1"
firefox,Mozilla/5.0 (Windows NT 6.2;) Gecko/20130401 Firefox/73.6
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/48.0.1747.289 Safari/600.9 Edge/15.26277"
edge,"Mozilla/5.0 (Windows NT 10.5; x64; en-US) AppleWebKit/535.25 (KHTML, like Gecko) Chrome/52.0.1077.210 Safari/535.2 Edge/17.81175"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/536.43 (KHTML, like Gecko) Chrome/55.0.3221.199 Safari/533"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_6_8) Gecko/20130401 Firefox/64.2
mobile,"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NME91E) AppleWebKit/603.6 (KHTML, like Gecko) Chrome/47.0.2184.158 Mobile Safari/533.9"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/50.0.2062.225 Safari/536.3 Edge/10.66580"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2; like Mac OS X) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/53.0.1422.212 Mobile Safari/537.2"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1;) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/54.0.1408.229 Safari/602.8 Edge/12.29840"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_5; en-US) Gecko/20100101 Firefox/51.3
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_8; like Mac OS X) AppleWebKit/601.7 (KHTML, like Gecko) Chrome/55.0.3421.139 Mobile Safari/601.6"
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; Nexus 5 Build/LMY48B) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/53.0.2477.122 Mobile Safari/603.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_4; like Mac OS X) AppleWebKit/535.17 (KHTML, like Gecko) Chrome/54.0.1193.340 Mobile Safari/601.3"
mobile,"Mozilla/5.0 (Android; Android 4.4.1; XT1045 Build/[KXB20.9|KXC21.5]) AppleWebKit/603.21 (KHTML, like Gecko) Chrome/52.0.3861.252 Mobile Safari/600.9"
android,"Mozilla/5.0 (Android; Android 4.4.1; Elephone P2000 Build/KTU84P) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/50.0.2993.351 Mobile Safari/535.1"
linux,Mozilla/5.0 (Linux; U; Linux i641 x86_64) Gecko/20100101 Firefox/68.9
windows,Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64) Gecko/20100101 Firefox/57.0
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/53.0.1621.391 Safari/602.0 Edge/13.50402"
windows,Mozilla/5.0 (Windows; Windows NT 6.1; x64) Gecko/20100101 Firefox/63.7
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4; en-US) Gecko/20100101 Firefox/50.0
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5) Gecko/20100101 Firefox/50.5
chrome,"Mozilla/5.0 (Linux; U; Linux i643 x86_64) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/51.0.1376.240 Safari/535"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2;; en-US Trident/6.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64; en-US) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/50.0.3398.234 Safari/536.8 Edge/10.37563"
android,"Mozilla/5.0 (Android; Android 5.0.1; HTC 80:number1-2t Build/LRX22G) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/53.0.2860.170 Mobile Safari/533.9"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3;; en-US Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_1; en-US) AppleWebKit/535.37 (KHTML, like Gecko) Chrome/54.0.1073.248 Safari/533"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2_9; like Mac OS X) AppleWebKit/536.38 (KHTML, like Gecko) Chrome/52.0.2317.180 Mobile Safari/535.0"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; Trident/7.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.1; x64; en-US Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_9_5; like Mac OS X) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/49.0.1929.235 Mobile Safari/536.6"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_8; like Mac OS X) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/53.0.2025.151 Mobile Safari/603.4"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4; like Mac OS X) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/53.0.1020.359 Mobile Safari/602.7"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64; en-US) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/48.0.3952.308 Safari/601.3 Edge/18.79264"
firefox,Mozilla/5.0 (Windows NT 6.1; WOW64) Gecko/20130401 Firefox/52.5
firefox,Mozilla/5.0 (Windows NT 6.2; WOW64) Gecko/20130401 Firefox/65.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_8; like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Chrome/49.0.2299.168 Mobile Safari/537.5"
mobile,"Mozilla/5.0 (Linux; Android 7.1; SAMSUNG GT-I9500 Build/KTU84P) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/51.0.3263.222 Mobile Safari/534.0"
android,"Mozilla/5.0 (Linux; Android 6.0; HTC One_M8 Build/MRA58K) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/48.0.1524.347 Mobile Safari/537.5"
android,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-G430 Build/LRX22C) AppleWebKit/536.15 (KHTML, like Gecko) Chrome/53.0.2979.200 Mobile Safari/600.7"
mobile,"Mozilla/5.0 (Android; Android 5.1; SAMSUNG SM-G920F Build/LRX22G) AppleWebKit/602.43 (KHTML, like Gecko) Chrome/55.0.3015.304 Mobile Safari/533.0"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_8; like Mac OS X) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/51.0.1147.129 Mobile Safari/537.7"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.0; WOW64 Trident/5.0)
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/66.6
windows,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/602.48 (KHTML, like Gecko) Chrome/49.0.2999.357 Safari/600.9 Edge/14.91996"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0;; en-US Trident/4.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_9_4; like Mac OS X) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/53.0.1438.307 Mobile Safari/533.4"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/533.9 (KHTML, like Gecko) Chrome/55.0.1209.238 Safari/537"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_8; en-US) Gecko/20130401 Firefox/66.3
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.0; WOW64; en-US Trident/7.0)
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/537.26 (KHTML, like Gecko) Chrome/52.0.1973.203 Safari/536"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7) Gecko/20130401 Firefox/74.4
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_4_8; en-US) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/52.0.3046.221 Safari/603"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4; en-US) Gecko/20100101 Firefox/65.7
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G93508 Build/MMB29M) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/53.0.1173.117 Mobile Safari/536.3"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.1; WOW64; en-US Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_8; like Mac OS X) AppleWebKit/536.45 (KHTML, like Gecko) Chrome/50.0.2329.329 Mobile Safari/537.4"
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/53.0.2396.394 Safari/536.7 Edge/11.72582"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; WOW64) AppleWebKit/535.20 (KHTML, like Gecko) Chrome/55.0.1140.306 Safari/533.9 Edge/13.21570"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0; en-US) Gecko/20100101 Firefox/64.4
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; en-US) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/47.0.3283.382 Safari/536"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_2; like Mac OS X) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/49.0.2450.114 Mobile Safari/601.1"
edge,"Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/603.30 (KHTML, like Gecko) Chrome/52.0.3723.327 Safari/600.2 Edge/17.70920"
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20130401 Firefox/74.3
android,"Mozilla/5.0 (Linux; Android 6.0.1; SM-D925L Build/MDB08L) AppleWebKit/536.22 (KHTML, like Gecko) Chrome/55.0.1481.209 Mobile Safari/533.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_8; like Mac OS X) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/49.0.3843.154 Mobile Safari/603.6"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_6_2; like Mac OS X) AppleWebKit/603.13 (KHTML, like Gecko) Chrome/55.0.1975.145 Mobile Safari/600.2"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_5_4; like Mac OS X) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/54.0.3644.229 Mobile Safari/533.8"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_4; en-US) Gecko/20100101 Firefox/71.7
linux,"Mozilla/5.0 (Linux; U; Linux i562 x86_64; en-US) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/54.0.1723.115 Safari/534"
android,"Mozilla/5.0 (Linux; U; Android 4.4.4; Nexus 8 Build/KOT49H) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/47.0.1655.231 Mobile Safari/536.3"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2; Trident/6.0)
android,"Mozilla/5.0 (Android; Android 5.0; SM-T550 Build/LRX22G) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/49.0.1020.227 Mobile Safari/603.7"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3;) AppleWebKit/537.16 (KHTML, like Gecko) Chrome/54.0.3124.329 Safari/537.2 Edge/9.35315"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.2; WOW64) Gecko/20100101 Firefox/47.3
chrome,"Mozilla/5.0 (Linux; Linux i640 x86_64) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/54.0.3494.379 Safari/533"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/48.0.2659.321 Safari/533.2 Edge/10.94831"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_7) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/51.0.2876.175 Safari/536"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.1;) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/54.0.1949.183 Safari/603.2 Edge/17.40958"
chrome,"Mozilla/5.0 (Linux i583 ) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/48.0.1287.172 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2; like Mac OS X) AppleWebKit/537.7 (KHTML, like Gecko) Chrome/47.0.2616.297 Mobile Safari/535.7"
android,"Mozilla/5.0 (Android; Android 5.0.2; SM-N910A Build/LRX22C) AppleWebKit/600.12 (KHTML, like Gecko) Chrome/51.0.1389.235 Mobile Safari/536.1"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_3_4; en-US) Gecko/20100101 Firefox/61.3
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/52.0.1082.311 Safari/603"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/533.5 (KHTML, like Gecko) Chrome/53.0.3752.141 Safari/602.2 Edge/16.51431"
